customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,IsSeniorCitizen
9170-CCKOU,Male,-0.43991649313097614,Yes,No,-0.62591876415828,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.8454660631655913,-0.5291930733943732,Yes,0
2167-FQSTQ,Female,-0.43991649313097614,Yes,No,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.9185851311729007,1.4823219656265634,No,0
2819-GWENI,Female,-0.43991649313097614,Yes,Yes,-0.1779947632379461,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.491020519067978,0.26539384427442425,No,0
1043-YCUTE,Male,-0.43991649313097614,Yes,No,0.9621754209229036,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.3165318340505352,-1.2667345715859761,Yes,0
3814-MLAXC,Female,-0.43991649313097614,No,No,-0.055833672077855064,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.5014740841312035,-0.02799913956892432,Yes,0
3572-UUHRS,Male,-0.43991649313097614,No,No,0.5142514200025698,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.5259182560714666,-0.7847056299925967,No,0
2692-PFYTJ,Female,-0.43991649313097614,No,No,-1.2774445836787656,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.2965902700485417,1.6563222177240975,No,0
1226-UDFZR,Female,-0.43991649313097614,No,No,-1.2367242199587352,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-0.5039131009693008,0.6232015367232459,Yes,0
5955-EPOAZ,Female,-0.43991649313097614,No,No,-1.0738427650786138,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4561227820644893,1.563646914586095,No,0
6821-JPCDC,Female,-0.43991649313097614,Yes,No,0.6364125111626608,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.07313225218835,0.6829547914248296,No,0
8815-LMFLX,Male,-0.43991649313097614,Yes,Yes,-0.30015585439803716,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-1.3082228490497045,0.39267074699954846,No,0
9135-HSWOC,Male,-0.43991649313097614,Yes,Yes,1.2879383306831464,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.4976677070686424,-1.9289036465600429,No,0
8582-KRHPJ,Male,-0.43991649313097614,No,No,0.7178532386027215,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-0.9891578250178088,-0.7100701481782582,No,0
5811-IWXYM,Female,-0.43991649313097614,Yes,Yes,0.7992939660427822,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),1.2127232002023045,0.969322336401795,No,0
7044-YAACC,Male,2.273158691738958,Yes,No,-1.1552834925186746,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.18074726309914202,-0.20881432937636854,No,0
8189-XRIKE,Female,2.273158691738958,No,No,-0.015113308357824713,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.8703930181680831,-0.013154518076071969,No,0
1506-YJTYT,Male,-0.43991649313097614,Yes,Yes,0.5142514200025698,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),0.3020584441112687,0.1553339838079868,No,0
4123-DVHPH,Male,-0.43991649313097614,Yes,No,-0.9516816739185228,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7740087921584478,-0.7366099829490055,No,0
6425-YQLLO,Female,2.273158691738958,Yes,No,1.369379058123207,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.3689321182179202,1.8745869746798622,Yes,0
5442-UTCVD,Male,-0.43991649313097614,No,Yes,-1.1960038562387048,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.9003053641710731,-1.0767686873409947,Yes,0
2228-BZDEE,Female,-0.43991649313097614,No,No,0.880734693482843,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4843733310673135,-1.3073390907516769,No,0
7734-DBOAI,Female,-0.43991649313097614,Yes,Yes,-1.2774445836787656,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,-0.8196545310008642,1.0470632411148129,Yes,0
2789-CZANW,Female,-0.43991649313097614,Yes,Yes,1.2879383306831464,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.5135084572323727,1.9493055558826864,No,0
2091-RFFBA,Female,2.273158691738958,No,No,-0.055833672077855064,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.30372024111143525,-0.01695781634562295,Yes,0
2114-MGINA,Female,-0.43991649313097614,No,No,-0.748079855318371,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.8321716871642622,-0.6225308753338858,Yes,0
7596-LDUXP,Female,-0.43991649313097614,No,No,-0.8295205827584317,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),0.677624566148813,-0.5621035250031927,No,0
3740-RLMVT,Male,2.273158691738958,Yes,No,1.4100994218432374,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),-0.12668518193159078,-0.17863870179784153,No,0
4489-SNOJF,Female,-0.43991649313097614,Yes,Yes,0.10704778280226633,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,0.24888094010595296,0.026642152820085908,Yes,0
2192-OZITF,Female,-0.43991649313097614,No,No,0.5142514200025698,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,0.2920876621102721,0.15020649500543823,No,0
5651-CPDND,Male,-0.43991649313097614,No,No,-0.9109613101984924,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6235624849812617,0.5680412983091578,No,0
2186-QZEYA,Female,2.273158691738958,No,No,-0.13727439951791576,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.20645143793956489,0.02834049717276402,No,0
1131-ALZWV,Female,-0.43991649313097614,No,No,-0.3408762181180675,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.3348116010523623,0.45500553046685194,No,0
7729-XBTWX,Male,-0.43991649313097614,Yes,Yes,1.369379058123207,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4960059100684764,-2.0485991640763213,No,0
9134-WYRVP,Male,-0.43991649313097614,No,No,0.758573602322752,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,0.7175076941527995,0.5442823962477804,No,0
3284-SVCRO,Female,-0.43991649313097614,Yes,No,0.5142514200025698,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.304899255049372,-0.6710462948694351,No,0
9732-OUYRN,Female,-0.43991649313097614,Yes,No,0.6771328748826912,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.5209328650709681,-1.029873643429073,No,0
0559-CKHUS,Female,-0.43991649313097614,Yes,No,-0.13727439951791576,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.502653098069141,0.20627580172117713,No,0
2931-SVLTV,Male,-0.43991649313097614,Yes,Yes,0.3106496014024181,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.506861269231708,0.4681058526555719,No,0
6899-PPEEA,Female,2.273158691738958,No,No,0.18848851024232702,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0565142821866886,0.19914080309911045,Yes,0
7504-UWHNB,Male,-0.43991649313097614,No,No,-0.30015585439803716,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.1657910900976468,-0.049763166299841136,No,0
2582-FFFZR,Female,-0.43991649313097614,No,No,-0.4223169455581282,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.47067716096597834,0.19877494096312343,No,0
8908-NMQTX,Male,-0.43991649313097614,No,No,1.6137012404433893,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.0278619390838584,0.04496084566078045,No,0
2187-LZGPL,Female,-0.43991649313097614,No,No,-1.0331224013585834,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),-0.8196545310008642,0.8468034573520562,Yes,0
1431-AIDJQ,Male,-0.43991649313097614,Yes,Yes,0.025607055362205634,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.576254949138679,0.014756192385339146,No,0
6288-LBEAR,Female,-0.43991649313097614,No,No,-0.38159658183809786,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.47654712912871167,-0.18184875556027502,No,0
4597-NUCQV,Male,2.273158691738958,No,No,-0.3408762181180675,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.2127232002023045,-0.4133884981090016,Yes,0
9019-QVLZD,Female,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.4915033021302069,-0.6278682311664606,Yes,0
8413-YNHNV,Male,-0.43991649313097614,No,No,1.4915401492832983,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.8604222361670865,1.2833543105793255,No,0
5808-TOTXO,Female,-0.43991649313097614,No,Yes,-1.1960038562387048,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.4694171580658184,1.7574285874700373,No,0
4369-NYSCF,Male,-0.43991649313097614,No,No,0.9621754209229036,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.3652067301175816,0.35139293927476134,No,0
6333-YDVLT,Male,-0.43991649313097614,No,No,1.3286586944031769,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.503537675231376,1.9976884045589078,No,0
5324-KTGCG,Male,-0.43991649313097614,Yes,No,1.5729808767233588,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-1.4594463760648215,-2.2956812401531717,No,0
5599-HVLTW,Female,2.273158691738958,No,No,-0.748079855318371,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5180920541328647,-0.3875742288973111,No,0
7394-LWLYN,Female,-0.43991649313097614,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.179085466098976,-0.2214793333672026,No,0
3707-LRWZD,Female,-0.43991649313097614,No,No,-0.015113308357824713,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,0.641065032145158,-0.009688613508228585,Yes,0
6873-UDNLD,Male,-0.43991649313097614,No,No,0.3106496014024181,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.08934842809000525,0.027756053572092747,No,0
2700-LUEVA,Male,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),-1.462769970065154,1.868607575427681,No,0
1455-ESIQH,Male,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8089065291619363,-1.033333264380305,Yes,0
0958-YHXGP,Female,-0.43991649313097614,No,No,-1.0331224013585834,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.17077648109814536,-0.17643300824768465,No,0
1101-SSWAG,Female,-0.43991649313097614,Yes,No,-0.7073594915983407,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.45405919096431707,0.3211830784760732,No,0
2979-SXESE,Female,-0.43991649313097614,Yes,Yes,-0.62591876415828,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.9850570111795457,-0.6165656670629502,Yes,0
4013-TLDHQ,Male,-0.43991649313097614,No,No,-0.5444780367182193,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.44829658012588774,-0.24408764181443524,Yes,0
5743-KHMNA,Male,-0.43991649313097614,No,No,1.5729808767233588,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.303237458049206,-2.049967599340962,No,0
4194-FJARJ,Female,-0.43991649313097614,Yes,Yes,0.880734693482843,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),-0.1582593249347472,-0.13938447803720622,No,0
5325-UWTWJ,Male,-0.43991649313097614,Yes,No,-0.055833672077855064,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.8570986421667539,-0.047854964525113376,No,0
3969-GYXEL,Female,-0.43991649313097614,No,No,-0.8702409464784621,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.3868100911197414,-0.3366179798034639,No,0
9208-OLGAQ,Female,2.273158691738958,No,No,-0.5851984004382496,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.6709773781481484,-0.3926548884225469,No,0
3244-CQPHU,Female,2.273158691738958,No,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.506861269231708,2.431623899335307,No,0
2674-MLXMN,Female,2.273158691738958,No,No,1.5729808767233588,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1595456961969886,1.8239432058047365,No,0
9708-HPXWZ,Male,2.273158691738958,No,No,-1.1145631287986442,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),-0.6435040489832552,0.7172258862293729,No,0
6992-TKNYO,Male,-0.43991649313097614,Yes,No,0.22920887396235737,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.14086413509515497,0.032287309786841856,No,0
4468-YDOVK,Male,-0.43991649313097614,No,Yes,-1.1145631287986442,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.5354872439724572,0.5968343380737048,No,0
3754-DXMRT,Male,2.273158691738958,No,No,-1.2367242199587352,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6850489739874083,0.8472166579881093,Yes,0
5792-JALQC,Female,2.273158691738958,No,No,0.7992939660427822,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),-0.16324471593524553,-0.13048051643540978,No,0
7130-VTEWQ,Female,2.273158691738958,No,No,-0.9924020376385531,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3652067301175816,-0.3624319031280011,Yes,0
2200-DSAAL,Female,-0.43991649313097614,No,No,1.4508197855632678,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.5280628361338618,0.7661240106836605,No,0
4302-ZYFEL,Male,-0.43991649313097614,Yes,Yes,1.4915401492832983,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.4694171580658184,-2.191694687300931,No,0
9351-LZYGF,Female,-0.43991649313097614,Yes,No,0.3920903288424788,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.05445069108651675,0.02134958937381258,No,0
4366-CTOUZ,Female,-0.43991649313097614,No,No,0.7178532386027215,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,1.1778254631988159,0.8455058232660206,No,0
6121-VZNQB,Female,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.517609271070636,1.9386617434698634,Yes,0
7903-CMPEY,Male,2.273158691738958,Yes,No,-1.2774445836787656,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5164302571326987,-0.6597110348219982,Yes,0
1518-OMDIK,Male,-0.43991649313097614,Yes,No,0.025607055362205634,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6717545979860794,-0.017201657180445723,No,0
6671-NGWON,Female,-0.43991649313097614,No,No,-1.0331224013585834,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4760643460664828,1.5249551417679919,No,0
0595-ITUDF,Male,-0.43991649313097614,Yes,Yes,1.2879383306831464,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.898643567170907,1.1573974957812458,No,0
6996-KNSML,Female,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.33695618111475767,-0.43044284850212833,Yes,0
1955-IBMMB,Male,-0.43991649313097614,No,No,1.0843365120829946,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.481049737066981,-1.6059563061126465,No,0
0096-BXERS,Female,-0.43991649313097614,Yes,No,-1.0738427650786138,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.47898614596680894,0.5143558074193466,No,0
3806-YAZOV,Female,-0.43991649313097614,No,No,-1.1960038562387048,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5275800530716328,1.826991634186998,No,0
7998-ZLXWN,Female,-0.43991649313097614,Yes,No,-0.7073594915983407,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),-1.4727407520661506,1.04175714963767,No,0
6253-WRFHY,Male,-0.43991649313097614,Yes,Yes,-0.7888002190384014,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,-0.00038860991896550476,0.0003065355892004856,No,0
9133-AYJZG,Female,-0.43991649313097614,No,No,-0.38159658183809786,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1279715531938321,-0.4304300891093765,No,0
2675-OTVVJ,Male,2.273158691738958,Yes,No,-0.055833672077855064,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.8205391081630994,-0.045813711492234135,No,0
8680-CGLTP,Male,-0.43991649313097614,No,No,-0.13727439951791576,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,-0.19980424993890028,0.02742800843149009,No,0
8430-TWCBX,Female,-0.43991649313097614,Yes,No,0.6771328748826912,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.46443176706532,-0.9916148925024798,No,0
5018-GWURO,Female,-0.43991649313097614,Yes,No,0.9621754209229036,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6925807391503077,0.6663841642150431,No,0
6741-QRLUP,Female,-0.43991649313097614,No,No,1.247217966963116,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.5164302571326987,0.6441010953792838,No,0
4737-HOBAX,Male,-0.43991649313097614,Yes,No,1.247217966963116,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.4998122871310375,0.6233748646187578,No,0
0537-QYZZN,Male,2.273158691738958,Yes,Yes,-0.3408762181180675,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5014740841312035,-0.17094058928286626,No,0
3340-QBBFM,Male,2.273158691738958,Yes,No,0.14776814652229667,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),-0.3543513709543497,-0.05236184530355905,No,0
1704-NRWYE,Female,2.273158691738958,No,No,-0.9516816739185228,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.534710024134526,-0.5088737308293594,Yes,0
2592-SEIFQ,Male,-0.43991649313097614,No,No,-1.1960038562387048,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.329826210051864,1.5904772753493313,Yes,0
8200-KLNYW,Female,-0.43991649313097614,Yes,No,-0.46303730927815856,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,0.5363718211346925,-0.24836016483083376,No,0
3372-CDXFJ,Male,-0.43991649313097614,Yes,Yes,-0.7888002190384014,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.3381351950526947,1.0555213349605594,No,0
4781-ZXYGU,Male,-0.43991649313097614,Yes,Yes,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-1.4827115340671475,1.894081818352111,No,0
7632-YUTXB,Female,-0.43991649313097614,Yes,Yes,-0.30015585439803716,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4860351280674797,0.44604214353059096,No,0
2718-YSKCS,Male,-0.43991649313097614,Yes,Yes,1.5729808767233588,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.5009913010689746,-2.3610306127096106,No,0
9896-UYMIE,Male,-0.43991649313097614,No,No,1.369379058123207,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.6464522172456624,2.254617186496731,No,0
0853-NWIFK,Female,-0.43991649313097614,No,No,0.5142514200025698,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,1.1811490571991479,0.6074075798993583,No,0
8212-CRQXP,Female,-0.43991649313097614,Yes,No,-0.4223169455581282,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.5064594751317021,-0.2138864185865932,No,0
6980-CDGFC,Female,-0.43991649313097614,Yes,No,1.4100994218432374,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-1.4594463760648215,-2.057964491100213,No,0
7691-XVTZH,Female,-0.43991649313097614,Yes,No,1.4508197855632678,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),0.8371570781647607,1.21456405262577,No,0
2520-SGTTA,Female,-0.43991649313097614,Yes,Yes,-1.318164947398796,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4876969250676457,1.9610299389771437,No,0
7481-ATQQS,Female,2.273158691738958,No,No,0.6771328748826912,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.8670694241677506,0.5871212119095885,Yes,0
2277-VWCNI,Female,2.273158691738958,No,No,-1.1552834925186746,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.532163649972125,0.614799880131282,No,0
1088-CNNKB,Male,-0.43991649313097614,Yes,No,1.247217966963116,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.5064594751317021,0.6316653569229683,No,0
8642-GVWRF,Female,-0.43991649313097614,Yes,No,-1.2367242199587352,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.4964886931307054,-0.6140195917304035,Yes,0
1930-BZLHI,Male,-0.43991649313097614,No,No,-0.46303730927815856,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.4760643460664828,0.6834728631240489,No,0
3400-ESFUW,Male,-0.43991649313097614,Yes,Yes,0.9214550572028734,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),-0.23968737794288733,-0.22086114655316996,Yes,0
5868-YTYKS,Male,-0.43991649313097614,No,Yes,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.479387940066815,1.889836111198039,No,0
3525-DVKFN,Female,-0.43991649313097614,No,No,-0.62591876415828,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5076384890696393,0.943659219875925,No,0
1482-OXZSY,Male,-0.43991649313097614,No,No,-0.0965540357978854,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.1844726511994805,-0.11436561476553088,No,0
0377-JBKKT,Male,-0.43991649313097614,Yes,Yes,-0.4223169455581282,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.22639300194155818,0.09560960107569423,No,0
5778-BVOFB,Female,-0.43991649313097614,No,No,-0.9516816739185228,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),-0.17487729493640844,0.1664275167754244,No,0
3373-YZZYM,Male,-0.43991649313097614,Yes,Yes,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5142856770703037,1.9344160363157918,No,0
2057-ZBLPD,Female,-0.43991649313097614,Yes,No,-0.46303730927815856,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.722493085153298,-0.33454125412145863,Yes,0
0228-MAUWC,Male,-0.43991649313097614,No,No,-0.5444780367182193,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,-0.1732154979362424,0.09431203424549403,No,0
5502-RLUYV,Female,-0.43991649313097614,Yes,Yes,1.4915401492832983,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.302460238211275,1.9426717381372054,Yes,0
0023-HGHWL,Male,2.273158691738958,No,No,-1.2774445836787656,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3181936310507012,1.6839193142255633,Yes,0
